name,email,password_hash,balance
Bruno Melo,bruno.melo2@catchit.pt,$2b$12$jpijRg4wThksBH8lpv8sDu6s4OKxf04fmuLZ7WLc9To9jwceUK2aW,480.03
Rui Cardoso,rui.cardoso@catchit.pt,$2b$12$m2V4pzF0LhtvBfaXSvVrr.j0Pe0HO4NCiIN0gum2i/nc2mW/Lc4z.,50.46
João Mota,joao.mota1@catchit.pt,$2b$12$04o0eJJ8lPpEz7wgY0w2Zev3TyO/i.oIGnCsup.0XbnIRegLI61jC,269.8
Vítor Simões,vitor.simoes1@catchit.pt,$2b$12$zpj22/1vwyRZ9GvMbZEDtebAcQG9weD2ki8DcC29M0DGaZEfdPU3q,135.71
Afonso Vieira,afonso.vieira@catchit.pt,$2b$12$QpA65cg4my.PDsq19HVD3eoGdYu6.9VZMUUdY/4DFJ1Uv9SZkac5y,363.7
Vítor Fonseca,vitor.fonseca@catchit.pt,$2b$12$Pu3pTMw733L2sPtupjCgsu6ul0kkzaESbk.jOnc8P6Bl.COpZw88S,359.37
João Freitas,joao.freitas1@catchit.pt,$2b$12$NSodwjjtIPPWXGmC1O56DuXjlyq7TKf9SrGf92JmGcIMkdzRTi0k6,468.71
Rui Teixeira,rui.teixeira1@catchit.pt,$2b$12$4AzqoA1hzlQxGyEih.mdyud7D99TSKlfSPOUcFhIhqC5Rg5mjcARm,317.94
Vasco Soares,vasco.soares@catchit.pt,$2b$12$C.wCnQMej0tIfGUa6ZFcGebAFpcU/5R/fiks8Ki8xhknb.sXqJKvW,428.63
Patrícia Vieira,patricia.vieira1@catchit.pt,$2b$12$ZErc/yj8uGFvMjHV4FT95.K44fKHsVJHClue0QOhejbai6U85Ck0y,451.07
Inês Vieira,ines.vieira@catchit.pt,$2b$12$P0TeT7gMWjTYh/liwwcrlO2pFqzmcsSbsdM5dLfKay8Ny0dMvWp0i,452.98
Diogo Gonçalves,diogo.goncalves1@catchit.pt,$2b$12$LOeu.TnzdkdI7cY.uF3rH.NsOm06l/2feahxcY7XL8R9BZIJ8tNNi,440.24
Afonso Silva,afonso.silva@catchit.pt,$2b$12$7bsFl6tqCsMyRpAvcZ7U1uM7lM7qcyJmv/fPOHPIjPJgIbJ7bdZVe,429.42
Carolina Gomes,carolina.gomes@catchit.pt,$2b$12$YKx8CGQkm225Wo6lOBScTu1XgNzvWp42cukbo5z2SF63uLOnOVY4G,180.6
Mariana Cunha,mariana.cunha3@catchit.pt,$2b$12$fAxeyUzbHGgCJ08fQmykFO3N960.UA5J0NqnV6hc69I6igEmhENZK,254.47
Francisca Jesus,francisca.jesus1@catchit.pt,$2b$12$DZTmc6eBAp3UgbcWCUsmEein7.BMpyOQKPNZ4ybVxYrNspuQFKkoq,137.92
Renato Oliveira,renato.oliveira1@catchit.pt,$2b$12$FAFWrx1sHCgNdxaSIO2W4.jSbQIgVY7lbWv/.HTjjas47elKBRpGu,271.61
Vítor Sousa,vitor.sousa1@catchit.pt,$2b$12$ZwhWah0QNRK03iiP.0qh6eC7Z2/JSnD2A7zqK0StXZ99DQuViBivS,101.23
Filipa Melo,filipa.melo@catchit.pt,$2b$12$/7/u6pk4Nm8oyes.VFKtye9nzVT6XtIQsXgLIALRgS1jNhEYVwm/2,312.13
Alexandre Cunha,alexandre.cunha1@catchit.pt,$2b$12$WCicjMZGMS3DryXmNF5eA.Jtu/qgoAhtYVUEsz4yl9YZhDOiV16ia,397.13
Rodrigo Coelho,rodrigo.coelho5@catchit.pt,$2b$12$rJ5TEJVY8xUU9cGjSQnIZ.c/qk/NpHdKDP2htugz67uP6d3CWz4/O,400.37
Marta Cardoso,marta.cardoso1@catchit.pt,$2b$12$apPjPM6kIcbfRC3l4fnwY.vinSEZa2xBHCSTAesw/IsiVfVqQu6f2,101.61
Leonor Barbosa,leonor.barbosa1@catchit.pt,$2b$12$z8Eq9niCPHRSkOBTfaLlQu9ySAsVXJyiFpunw7pdvO7rxMne/85yW,147.86
Jorge Moreira,jorge.moreira1@catchit.pt,$2b$12$jaY7OkR9Eaipl1owcvUmleBhvop/NPgJr0HYel47n5mZRlCCe7e5y,127.96
Afonso Oliveira,afonso.oliveira@catchit.pt,$2b$12$G3h2mHO83qHyt0MLnUfN7OHnjZHCIGoGYmIFw0bMWybhkg.ydsQCK,69.73
Beatriz Costa,beatriz.costa@catchit.pt,$2b$12$ZY76.IQ3Gv4/bLRFbkJXuuEbVSjzMcTIvf/VsudUGvbbzuG056Gi2,320.55
Francisca Tavares,francisca.tavares1@catchit.pt,$2b$12$w4a6YyqHEx25K6hRCqw0ued38Jet615DHU.sng9c5Qa981TdLtCwi,256.48
André Silva,andre.silva3@catchit.pt,$2b$12$8Jb9gO.z2p9qfBlsE0S0yu0t2U8uixECAzhskPfD.MaHWPifGshIW,193.85
Jorge Figueiredo,jorge.figueiredo2@catchit.pt,$2b$12$sKAIhCTg.ucxvpymN4H/3ugKz7Mbr4WcsaVwXSt18/gP5yTtVp3EC,35.02
Pedro Soares,pedro.soares2@catchit.pt,$2b$12$cTVOdojfb7A/cFd3ijU0a.Sp3PPVqmR05ft1eYwTmKKLwC14iozI2,405.93
Miguel Fonseca,miguel.fonseca2@catchit.pt,$2b$12$U7NoSfyq0kBVZMVYOHoBdeD34zrfaMavtAYEazRwG3ud.xdGxNp0G,405.82
Alexandre Fonseca,alexandre.fonseca1@catchit.pt,$2b$12$DoUnIx0NRZB80D0letVwmudcjfXhwimZGy3yL7D1LKMZu8O3vjkGe,285.66
Nuno Barbosa,nuno.barbosa2@catchit.pt,$2b$12$eAS7lmenluvwBrnQN7V12.X54OSjxkti0MubtyIMlHOgj68RqIP1.,176.84
Tiago Cardoso,tiago.cardoso2@catchit.pt,$2b$12$QctOpHtAs9Sif2cowcWSKej.589QAr80D9X61nrOOQPDtSCYvYVw.,25.72
Rui Tavares,rui.tavares3@catchit.pt,$2b$12$WduxvpajrHQWdCfCWDBYAO31.B/l7EBVyI3f5H5lFfuDAIO8uOv3K,207.55
Bruno Simões,bruno.simoes@catchit.pt,$2b$12$t.kKfuoMr4.YrcVjhasdO.u5n1UFgwcwHPYF0rhHe/8tJ4VWMvtYe,52.82
Renato Mendes,renato.mendes@catchit.pt,$2b$12$Oo7iybLmAMcUl5HYVl.ti.gujs/X2XXaP1zCPNcox9BZW/c7.hAjy,383.24
Sofia Martins,sofia.martins1@catchit.pt,$2b$12$q15TKhBuDo5H.oLx4uRVl.f8L.bWDq.zAxZCfpI0DtNQkWq/pLhDu,379.51
Marta Mendes,marta.mendes@catchit.pt,$2b$12$MymMzbq/vnXoMadoEo6.k.p4eU8qB1ODs2P/GAe1cnf5N07romsO6,12.22
Afonso Cruz,afonso.cruz1@catchit.pt,$2b$12$NY3sFCOWt7Umj5/0LdIV7OtXNCMZFvBZnzwuPwyt6k8w7fiHHU1Yu,311.91
Rodrigo Dias,rodrigo.dias2@catchit.pt,$2b$12$h5Vuzs/qtzaxZwI0ObiVLOZl1YLV9GmolgeOUfeye31A79tkwQHDG,366.67
Mónica Cruz,monica.cruz1@catchit.pt,$2b$12$2XjlPdLj8y9SqmWfyUxc4elLRQ44CEyOTY4ZH1lIT/n1A9vDPKBjK,89.26
João Gomes,joao.gomes1@catchit.pt,$2b$12$R.OYToyi1L9bG4x4NNy2peRbqYI/6RA9fArFtQ/j6DjFuzyBVO23W,319.11
Vítor Freitas,vitor.freitas1@catchit.pt,$2b$12$w5D.KtLSuXuz.kt0Ic9O2.oZqVmdYS75RzJt767hwjxPdLZFjPQju,487.58
Catarina Teixeira,catarina.teixeira1@catchit.pt,$2b$12$RPPxxdahGGBemwSPOHBQqu/t3jrin/iix6SX37QSwDo/xaZoFWsom,484.68
Sara Lopes,sara.lopes2@catchit.pt,$2b$12$S8lTYHMUTiWSa5zv85OAa.GV8fGAfQZq73O3qFfAob2aO5CmK1CY2,20.03
Sérgio Pereira,sergio.pereira2@catchit.pt,$2b$12$TGaKleMukzorTv.XfomTKePKO2S1hM444/ZGTqGvanMPgbHG/sjCy,328.49
Sara Gomes,sara.gomes@catchit.pt,$2b$12$8bO/hg7PIDEN8aQPLWK1JO1sHic585SH3TTE7B9LjnhWDCukwJeJG,174.01
João Simões,joao.simoes1@catchit.pt,$2b$12$3iTWffvuxmTzFnOW6ZebOuaAQyXXxITMqG6AypMHkQARdrSHrERwm,169.15
Sofia Monteiro,sofia.monteiro@catchit.pt,$2b$12$UeB7O5KIWjUB90tuBGRFQ.H4let1VRr8hBUY9ysE/gnHePxpHhBWm,341.13
Sofia Borges,sofia.borges2@catchit.pt,$2b$12$P8QFuOCP0nYljTh8AhgUDOdX9tGONhV.lz3ew4kxU1y.FeJqKxuS6,155.97
Fernando Costa,fernando.costa3@catchit.pt,$2b$12$sMzE5AU1LSPkG/chkgHXA.7CvnaO7W6cISqhTTv9I0AO.rhc42nce,477.83
Bruno Mota,bruno.mota1@catchit.pt,$2b$12$H8lx/rz5vChPmWKAJswHwuWTbGOw9kVfSdrrUvkLboLnxSDOjCgQK,182.61
Sara Pereira,sara.pereira@catchit.pt,$2b$12$pGRNK5DV1YR5bSOsdBVrhu.PK4N6tY8PUCqBXCoQEH2aO10DDVGp2,217.41
Paulo Alves,paulo.alves1@catchit.pt,$2b$12$HXPb4Xc2O6pwrZORo9ydpOo6b5XIXUcDX08PWMWV2V7cTEpOZxkae,61.87
Vítor Gomes,vitor.gomes2@catchit.pt,$2b$12$j2dlMjg3wE/E3CPQeMIqNeI5GdPnLkB3w43lxOT3gX.h4HSlugRMS,273.46
Paulo Lopes,paulo.lopes@catchit.pt,$2b$12$VAAW2vh5mNy27lJ6yaapMeq8zbSRTuF.pXomVbdtaO.r1D09fOrhK,365.03
Fernando Pinto,fernando.pinto2@catchit.pt,$2b$12$/Iwx8PnBhrO52djdoUvHFecVBsM3xeQtRV4SbR1majH7daFBE7iGm,328.28
Helena Ferreira,helena.ferreira2@catchit.pt,$2b$12$DRToajVhAndKbXuutbA9Beza8qBO4SXGaBB/j97lwfkoRXxg7xu1y,272.92
Beatriz Mota,beatriz.mota1@catchit.pt,$2b$12$VPTN3OlmU6B8cBdj5KVIseRx1PJMXSE5Sw/IetlrPO.zn6fV/cTD.,168.46
Rodrigo Vieira,rodrigo.vieira@catchit.pt,$2b$12$ybPNcv.oCfgNomhqCOPv5e6iIEp7xQM7q2pBQUAI6qAuvKijdb3ru,326.26
Sofia Oliveira,sofia.oliveira@catchit.pt,$2b$12$JMmye3ualJ0l9CleFu6U3uRQOT2IMD6YKq5JXVvchzKT0qOyCTWu6,141.36
Nuno Costa,nuno.costa1@catchit.pt,$2b$12$uNqFo5QclCEpdy.0JWqZw.sqINdviWydPDDEc6VJdj6xLIWz6oVeO,88.41
Tiago Monteiro,tiago.monteiro1@catchit.pt,$2b$12$uDBkZLfNjM0ZIuhCFVgcKOcHGUB.CsY8WzSoTDSyHYorOQuLDtBUi,12.46
João Abreu,joao.abreu2@catchit.pt,$2b$12$DwbiS9RE75O2COkSYa64G.e3UN324k8fYoPQp6nLFzRw5uYdHLDAe,330.85
Marta Ribeiro,marta.ribeiro2@catchit.pt,$2b$12$8EC7qwYEqB8zlIa1eC3nKO7/Je8Z1r8GEcxavsTKbIZu3u55VKp9.,371.73
André Cruz,andre.cruz@catchit.pt,$2b$12$EDsb/zAn7KhiR/cxUpxjl.RbSahFtBmQLsxhI63CkJMuz6IoY1o6S,375.09
Jorge Mendes,jorge.mendes1@catchit.pt,$2b$12$pXQzNm7A5VES2l8z6Jw8.ODbZKWHn6.h8voPWNoZXhPoRAm6SZ7fy,123.53
Inês Pereira,ines.pereira2@catchit.pt,$2b$12$7cCRS4rlz83hoTXmPdu4OOLlXWGN9dvWug6XC8So05VvFu.Z1KluW,127.39
Cláudia Martins,claudia.martins2@catchit.pt,$2b$12$W5G917dRMZQl5uk8k1PtR.HzKlwboz9/ml9BURYdkgQDMQftDdnei,118.12
Nuno Reis,nuno.reis@catchit.pt,$2b$12$NC5W5SUf7K1SJIOBiBVro.KOXfnTBmy1lUO9z5PNAbFXs.qEUcbja,122.53
Mariana Teixeira,mariana.teixeira1@catchit.pt,$2b$12$B6NM9EoVa.GBktZBO9C.g.w7cYDLpft9LBBs8C3qYWAszezVR3ZOy,464.89
Marco Costa,marco.costa2@catchit.pt,$2b$12$l6WF9UHLZ.R9YoL0/Kq1heoPL32Fme9bMuCL.xaM8p8m0AjxnlFnu,434.77
Rodrigo Fonseca,rodrigo.fonseca1@catchit.pt,$2b$12$waiaVXkkUY8uHcZbQ67YqO1lWrxWJC.rDtYgBqtOHOO6T76PAfZ5m,75.03
Filipa Cunha,filipa.cunha1@catchit.pt,$2b$12$6vGIuDJmI85AkyIn/UxGsOtgRqmgMJK2fubbyjrZ5RFicAUwl.wca,184.68
Tiago Marques,tiago.marques2@catchit.pt,$2b$12$zi1J8MejrO.ySPEafPoSUO6nNGZs9Jbzz.n.6sHdml8dyiHhukv7.,496.76
Pedro Lopes,pedro.lopes1@catchit.pt,$2b$12$fyqP.mU.kAb/gD5ZOTAyKe5859JKoASvUYUbfRoTprrzEHteLwNM2,265.58
Helena Teixeira,helena.teixeira1@catchit.pt,$2b$12$gVo4LUx9iCFqzjhm9jPIg.laAbrXeKXbn4.NNjRsNibSngt4WTt.u,488.51
Mariana Coelho,mariana.coelho2@catchit.pt,$2b$12$DVlQkf6NT3cDTyXa2M2NSu8WSB/8MbRBKT/QveQbKeU7V13KAoUsm,316.03
Mariana Correia,mariana.correia2@catchit.pt,$2b$12$VWQQsHOPV00ll/QdXHvBCeaVBTiZjJZclhdmddjXa9qDzsKBrc4eG,430.05
Marta Cardoso,marta.cardoso2@catchit.pt,$2b$12$xTIxfi/I2Hjvlzd7sfWODuvZRByhiabH7X/Nwnuq5i95OqG3KnNDq,83.24
Marco Barbosa,marco.barbosa1@catchit.pt,$2b$12$uYavxc96FSfDTQYul3KWv.sSgYEm2I8eQ/R60LgL6BRwmHACCGrrK,361.69
Sara Tavares,sara.tavares1@catchit.pt,$2b$12$n208KMG0pQz6uRpLT.eNBuZ0DzF3yT3/h.ctiBEoLMK/g4irCaToS,50.4
Sara Pinto,sara.pinto@catchit.pt,$2b$12$9NDjzIAV2Ulo6PUtpmS/OuR.kG03BUEjXMh1nbwrEK09O1uOENoPe,242.79
Catarina Almeida,catarina.almeida1@catchit.pt,$2b$12$E/l2VT/809ynGmaliPjHC.xRh/JQJ/TvfGRenkHYZaFEHGhykJlua,64.1
Joana Barbosa,joana.barbosa1@catchit.pt,$2b$12$YMdnJktIB.pal.OosCrZ/uKNdg2Vq0drf9y3g4xr9F1vffGfWPZU2,178.37
Susana Freitas,susana.freitas2@catchit.pt,$2b$12$D7Bl/SvLSESWf2zDg1hWI.7cFdOYLtjr3FbBXMHfD5gBU0c7/A1fu,202.73
Fernando Monteiro,fernando.monteiro2@catchit.pt,$2b$12$0h7wQkKHUFKCwL4rctJ.NehajVK7gNFMR3L1UNtYwOEY1efszaCY.,316.14
André Ribeiro,andre.ribeiro2@catchit.pt,$2b$12$wpkP/oUUXzZvrVCpED5NieqdvNPQj5.ZtI.ixghvtzGAl98JvOt6W,66.16
Marco Gonçalves,marco.goncalves@catchit.pt,$2b$12$CpG6ec/nGxS7hxfU6R5e0.2AzXfcUFY112PkpAtHCMitJ0FBJZl7q,19.57
Afonso Vieira,afonso.vieira1@catchit.pt,$2b$12$f1qgdewKUOVJgmEDYPuWmOWMMMfXAQ5jwWRt9ZM9TYDkgJPmwkBKG,395.16
Rui Pinto,rui.pinto@catchit.pt,$2b$12$wokoJ1J1K3xOboTIK6QCduiIGZp1rGetlGIG/7JTefaLH6Skgroam,317.9
Fernando Cunha,fernando.cunha3@catchit.pt,$2b$12$QXM6GJKg3or82Ppq8DL4S.ia3Hi/qPlh1oEzgG9oT1hBkzMsGNW7W,259.18
Rui Cunha,rui.cunha2@catchit.pt,$2b$12$hlgvC73A73Cv5b4DQvxVhur98Z.oiGmtlstAqF5xYLP8M/Vu/rHey,498.1
Afonso Sousa,afonso.sousa1@catchit.pt,$2b$12$WSJSJkfHfvN4akLDZttEDOl1bTujBK.2o30E2NfPK9zukviEvUCl6,249.56
Sofia Almeida,sofia.almeida3@catchit.pt,$2b$12$zJCZprSaniQQn.kxWLPXpekyg5aJXBbdVv1/0X7H9lV27stf6CGgG,59.44
Diogo Barbosa,diogo.barbosa@catchit.pt,$2b$12$kn3G9JGz3TAOY1XW2IaqV.5fauhNraMaHBjb/MXpD4Jzviyx.UevG,430.23
Helena Jesus,helena.jesus1@catchit.pt,$2b$12$6HuimPv7aoawQrLKDULjBut/iUkUqQOt2LVBiqWITYOfRNjqBG.ji,185.58
Vítor Freitas,vitor.freitas2@catchit.pt,$2b$12$O0mAQ5Lr.voec.5QcPwwO.eNjW3pLbfWQmEQkSQ1BGjgZR74PILoe,304.66
Nuno Ferreira,nuno.ferreira@catchit.pt,$2b$12$efi8mg417Crtere3pgAWGe2Mxu/7/uDu3AehbFjWVXRAFZR.okmOC,3.77
Diana Costa,diana.costa@catchit.pt,$2b$12$UxHUuS8QmP/r3t7DJZsKEeddrTcG5/bkLPqk8p3qHQbg1V420mHD2,255.09
Sérgio Monteiro,sergio.monteiro@catchit.pt,$2b$12$ZHGSplUuOsjRkwlrewZsDervxZxAQ15hYkxzoXPVmBP2K9JV0rOgK,221.4
Miguel Moreira,miguel.moreira1@catchit.pt,$2b$12$tHzz/vpT.AjaQ2phJBS3L.VCscbtxpZBtKTeakV7Z2t0aKdDOI8zq,352.29
Afonso Dias,afonso.dias1@catchit.pt,$2b$12$unqjfUDjvgNYOVEBqzn49uRWRLdTBZz66doLx1rjcgl14LFCxffoS,156.92
Patrícia Macedo,patricia.macedo3@catchit.pt,$2b$12$mONaRRp6vHO/MoRJ8HIV4OR5X4a6XENCvvplESs.0vAzONEHWh9xC,155.82
Diana Santos,diana.santos1@catchit.pt,$2b$12$n3FUxNfXlZAEA48slHGlaeAcKLKfrrLjqGOjqFEDrE1/dBbNjyCKC,271.0
Helena Simões,helena.simoes1@catchit.pt,$2b$12$.dyQOr/9iIqOWvuhfUwjIenkrJ0h3lJqnXaJS7tc4fjyPoTtE36Xi,427.41
Renato Tavares,renato.tavares@catchit.pt,$2b$12$ObQiimolRSKmqMHfPW6TNOJyAYkGeer7yrwFw9LWxe0H1lqFE7aNi,233.03
Vanessa Abreu,vanessa.abreu@catchit.pt,$2b$12$/ZXwau7m/ofIScQDrvy3VubtLHsU5iXH.2RKnWimx6g6zYjTr.Ama,50.05
Bruno Campos,bruno.campos@catchit.pt,$2b$12$jNmU8eMRWwAjywZpTZ2SDO5/1m46rOtAkMDS5UZNuy/JoLmONtYp2,123.16
Ana Melo,ana.melo2@catchit.pt,$2b$12$reamFEEYcWWviTFUNX4c3.YHMzdGA2glBLKgN08RV06SCH.OLBrQe,449.41
Filipa Teixeira,filipa.teixeira1@catchit.pt,$2b$12$s90XVEhL2xrwrJSbnxZWM.IfPykpA3/4tdqJfnh.zItx/9VElpnX2,219.6
André Teixeira,andre.teixeira1@catchit.pt,$2b$12$S1ZYks2GjOtRYMfpsMRlhePNB/XDc0yDCTsekVh5Yfq8JErDBI0XO,244.93
Vítor Rocha,vitor.rocha2@catchit.pt,$2b$12$Y1W5TKYdZiL9W.Jz8lLk9.U001XEJsLDG7UF8qTvmHgZgk.wL./fe,278.57
Eduardo Pinto,eduardo.pinto@catchit.pt,$2b$12$lLlT453DNAht3uxKGruFKeZ1h4kIclGgZRBL8qAwIGSU23MSMrnN.,268.82
Gonçalo Pinto,goncalo.pinto2@catchit.pt,$2b$12$Wf0xCwjtmCXGIVcJZC5MiOGTfiI9iLBHNc0O2V4bPqZ65u/0pRWaq,378.5
Tiago Teixeira,tiago.teixeira@catchit.pt,$2b$12$doxZALnvpJtqm5kPiitWK.5AZveg4py7TFWOflu/C4nWmraYeDR9a,410.69
Marta Pereira,marta.pereira1@catchit.pt,$2b$12$IJQIPIhGHfOXkWO4aDLgDeV8jBZ9s45G/uZycGozTjLe9Iq.hR3qS,150.45
Hugo Sousa,hugo.sousa@catchit.pt,$2b$12$oGQJT.f4aHooByKqAbHqBubnxN0xwtrsTG5ya3EqHGfovuQt0Q6Va,79.23
Teresa Lopes,teresa.lopes1@catchit.pt,$2b$12$FCcmgc5qJ7DMlxXvXuK4feTARKptKXO4TV32FMeWyiI9Pdh4XwgZG,255.86
Carla Gomes,carla.gomes@catchit.pt,$2b$12$kcbN004pijw6mrpPvuNdGeOtCtJKBnz9t9JOwqgliNJHn39U50odW,228.11
Ana Macedo,ana.macedo@catchit.pt,$2b$12$ceCewBePdOsGBqYF701ffeKIjCh.YS61hYht.snCpjsZTvt3VU0Ge,474.68
Paulo Rodrigues,paulo.rodrigues@catchit.pt,$2b$12$b5FraIWACPPshLx.yVc9F.S8WXQPSkb8QNFSU8.0LHhz2k8dDT0ba,293.11
Catarina Dias,catarina.dias@catchit.pt,$2b$12$6xQ1ci.phE8KLEZbU91vCOf/bWhdQEaTnTHjNokTNqaXhU7H6zAWa,321.68
Alexandre Nunes,alexandre.nunes@catchit.pt,$2b$12$Whgjck0T9Ig03joCWOGq.eWj7JbIE.E156WoP.nxqGVWfx9dv9sCC,225.72
Ricardo Cunha,ricardo.cunha1@catchit.pt,$2b$12$Iu3Pq/Tfq/IsPsvib0zx/.8vCTkwsUUor59kIOrycj9pMdJTkgszC,382.27
Alexandre Dias,alexandre.dias@catchit.pt,$2b$12$KzIOVKACJB3ij20AqxwUC.oL7Zjk3SaQa2yYGOikqMPsG/sfpKLWS,312.71
Inês Nunes,ines.nunes1@catchit.pt,$2b$12$.eu8A0G3cEdkWdpJi3w86.jDpHkr42901J.3cAs7NbkWC0potoml.,242.86
Carolina Tavares,carolina.tavares@catchit.pt,$2b$12$9IYL/GVyzswl9QPxIaqxyOaviHM/tpi6BHrJzAH96bBv1Q5KJZy26,90.66
Sérgio Fernandes,sergio.fernandes4@catchit.pt,$2b$12$U8euRfqoiMYxIstwt9HCfeFLPfiZAjkpVwODrHB.U7qzjLWJ4zIp2,377.2
Sérgio Jesus,sergio.jesus2@catchit.pt,$2b$12$k3m15Nh0i7DUsiqYYPtFre.H.scE6kZQYQt.7m4Px1Nn7U48PFVA.,77.72
Sofia Abreu,sofia.abreu1@catchit.pt,$2b$12$B4bX0gpQXSL91raQHfD9QOhZ0wzG/vRxGZyhQoU3hrJ7aWG6ZiB4O,448.07
Cláudia Barbosa,claudia.barbosa1@catchit.pt,$2b$12$BGyLaHNQEPNHQfU09vanyO2esYn7un0JukRSX9KUi5r0Q.iDOxIiW,234.75
Diogo Almeida,diogo.almeida3@catchit.pt,$2b$12$zy2k/82JpuXQbAbM7jVEVO4SVKpckI1YKzhT5GiYgpXoHUqo2QENe,153.26
Catarina Coelho,catarina.coelho1@catchit.pt,$2b$12$OaZBHdhaAghQkw4K2JSEe.YutzbTz6QHroG9TB8iDaEpf0qAb0agO,229.69
Alexandre Correia,alexandre.correia@catchit.pt,$2b$12$CgaARl.dMtzXwzSne6FMf.0t/AAMDhjyntHQClGqliIPhGZm1Tlou,498.66
Ricardo Moreira,ricardo.moreira2@catchit.pt,$2b$12$2frhYid.elfvKcZr2dmPOeMkcrB9gtw5m/TnpIunUtZkx/23M/c3G,409.83
Alexandre Fonseca,alexandre.fonseca2@catchit.pt,$2b$12$qaw.LzQp7gztWGQuB2PE6.RrOseuPgnsrNq97KmyKnGbtPcOMECZW,198.27
Filipa Almeida,filipa.almeida@catchit.pt,$2b$12$i5GB7BpZsigUWg/NARBId.ZKy89lHGrmYrYZKmQlkDRLt7ikJWKH.,484.32
Filipa Pinto,filipa.pinto2@catchit.pt,$2b$12$16iCdY55XsOTg15nGv/lJeenaEroSqLY7Q2mXai8fdVkqIRtc6R4u,382.98
André Dias,andre.dias@catchit.pt,$2b$12$U5CRgd28tpkNUi7o8ldlDeZsk3e.xE2a8v/4jxLP5gT2y.vszIeyO,310.21
Helena Pereira,helena.pereira2@catchit.pt,$2b$12$7HyeIDCyYIOU69zDhkVjxecKk3qKj2Vzo3K7Lraoky4TKg6uwRz82,413.4
João Vieira,joao.vieira1@catchit.pt,$2b$12$V1WqudSmaC1nlb6gi7LjJuy8nUATJGv7BkwayBY8KsY/u.Gap5SLW,481.17
Beatriz Melo,beatriz.melo1@catchit.pt,$2b$12$5ausqKOR5qlcwmto7iQI0eV4V2gtmJzRQuL1GQ4aU2zq2yGE44Qpu,217.64
Fernando Jesus,fernando.jesus1@catchit.pt,$2b$12$jk.4VTPOuIzfQ517xriQTeL34sr6tUmAoGE5PmrwJaSDec7/XZPye,75.27
João Correia,joao.correia@catchit.pt,$2b$12$s/D58kwuQ8XiK.L1dlFByeditAmzhdvdU0QywGuQHIOeE1/QCBolC,67.19
Inês Soares,ines.soares1@catchit.pt,$2b$12$RsXhMUOCkMTxt7w72lL/m.7SJeIvaAl9Wvgq2PVDoPyCA4CfN5it.,295.43
Mariana Pereira,mariana.pereira1@catchit.pt,$2b$12$RMkNNVWpSzoNQN0q/w6CI.TaOjNKI2dPARDPbwXChMK18K2TklJ3q,286.96
Vítor Fernandes,vitor.fernandes@catchit.pt,$2b$12$8vV/jJemiKQQRfhngMc30.8zJ2QZ4IENSwNOrT/1Som8.7e3InGR6,135.64
Joana Ribeiro,joana.ribeiro@catchit.pt,$2b$12$jYua4LFOBxriJEsV9iOU0eUGsobLvdI4MqQ4esSXmIj7rfvpzFOUC,227.79
Teresa Campos,teresa.campos3@catchit.pt,$2b$12$Mhf1s0GxCBuktaAkQFw.yeg67Uk2UYfywQLmMPiFWTVhmcjsnT5fy,246.83
Joana Mota,joana.mota1@catchit.pt,$2b$12$8HSvHOU14wEbVO467jGVMu6Nq85AaGFLpIoQ//kFTFGGDyE1nldwS,202.15
Vanessa Correia,vanessa.correia@catchit.pt,$2b$12$tYcQW0cTbjNIH6Gw2SUVO..uQYKV4lUqfY7LKTQfdCKF7SGVdxJRS,357.2
Maria Rodrigues,maria.rodrigues2@catchit.pt,$2b$12$jGDQa0Zoy/H0xq0kkwOYtuKH/98NZLKWvuVAMRy.gz/2.yWFtzXDq,123.87
Sara Pires,sara.pires1@catchit.pt,$2b$12$FJgtvTTg/Oq/2VnY4ws2QOWQpf2CUjYwA92HNqMWEG/GvaLUJMNny,110.76
Luís Cunha,luis.cunha@catchit.pt,$2b$12$R/R36riOAmWtasD56/HNTew1tiRvUi.sdQ4/8gZTowxLrqcBbQJau,51.29
Bruno Borges,bruno.borges2@catchit.pt,$2b$12$J2f4MXaVZgOAnTm9.ANDFOJax71q2U3kmvEiQVl0tm2iqpYeN8yEG,379.27
Vítor Moreira,vitor.moreira1@catchit.pt,$2b$12$men2yQdLs6XUngH9B29eZ.fJ6v7EBYvVxnlsHBqDMI5aMNhTrYC/a,386.32
Beatriz Nunes,beatriz.nunes2@catchit.pt,$2b$12$MyrFpSt28N95zv6aYs5OVeF4YZDfiufdHbaRWZnznE3FYwvjtq0DC,353.95
Alexandre Barbosa,alexandre.barbosa2@catchit.pt,$2b$12$NIcibVIihNV7dBSzdv..PerbJHoOX98Q0H4.qeJYoTa9qJWjW4I7.,85.16
Bruno Abreu,bruno.abreu@catchit.pt,$2b$12$MitdER8Wk7bcR2BIg1M0QOtr5O.LXgqmSFMgvbrKE2dyJTsMGyjKa,279.18
Vítor Vieira,vitor.vieira@catchit.pt,$2b$12$LZmJ/Wsl6Gxq/xgjXM.dhegqDrQAyJwNWWxmPn662euLXpK.z.faG,33.74
Filipa Pires,filipa.pires1@catchit.pt,$2b$12$PEZBL8tNHhcf6i7V70n4gORfST5sqNgETpY0HpY4mfUwz1dxGXpPW,1.14
